prov_insc;anio_div;anio_mat;dur_mat;cau_div;edad_hom;niv_insth;edad_muj;niv_instm
Manabí;2018;2009;8;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;28;Educación media / Bachillerato;28; Educación media / Bachillerato
Manabí;2018;2012;5;Por mutuo consentimiento vía notarial;22;Educación media / Bachillerato;23; Educación media / Bachillerato
Pichincha;2018;2011;6;Por mutuo consentimiento vía notarial;28;Educación media / Bachillerato;26; Educación media / Bachillerato
Orellana;2017;1992;25;Por mutuo consentimiento vía notarial;47;Educación media / Bachillerato;44; Educación media / Bachillerato
Napo;2018;2014;3;El estado habitual de falta de armonía de las dos voluntades en la vida matrimonial;30;Educación media / Bachillerato;35; Educación básica
Pichincha;2018;1993;24;Por mutuo consentimiento vía judicial;53;Superior no Universitario;42; Educación media / Bachillerato
Pichincha;2018;1970;48;Por mutuo consentimiento vía notarial;72;Educación media / Bachillerato;67; Educación media / Bachillerato
Pichincha;2018;1985;32;Por mutuo consentimiento vía notarial;57;Educación media / Bachillerato;53; Educación media / Bachillerato
Pichincha;2018;1979;39;Por mutuo consentimiento vía notarial;62;Educación básica;66; Educación básica
Santo Domingo de los Tsáchilas;2018;1981;36;Por mutuo consentimiento vía notarial;68;Educación básica;61; Educación básica
Pichincha;2018;2007;10;Por mutuo consentimiento vía judicial;41;Superior Universitario;32; Educación media / Bachillerato
Pichincha;2018;2006;12;Por mutuo consentimiento vía judicial;54;Superior Universitario;49; Educación básica
Pichincha;2018;1982;35;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;53;Educación básica;52; Primaria
Pichincha;2018;1982;36;Por mutuo consentimiento vía judicial;57;Educación media / Bachillerato;51; Educación media / Bachillerato
Pichincha;2018;1994;23;Por mutuo consentimiento vía notarial;47;Educación media / Bachillerato;42; Superior Universitario
Pichincha;2018;1992;25;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;54;Educación media / Bachillerato;50; Educación media / Bachillerato
Pichincha;2018;1994;23;Por mutuo consentimiento vía notarial;52;Educación media / Bachillerato;50; Educación media / Bachillerato
Pichincha;2018;1991;27;Por mutuo consentimiento vía judicial;53;Educación media / Bachillerato;44; Educación media / Bachillerato
Pichincha;2018;2006;11;Por mutuo consentimiento vía judicial;44;Superior Universitario;42; Superior Universitario
Tungurahua;2018;2011;6;Por mutuo consentimiento vía judicial;51;Educación básica;45; Educación media / Bachillerato
Pichincha;2018;1991;27;Por mutuo consentimiento vía notarial;48;Educación media / Bachillerato;44; Educación media / Bachillerato
Pichincha;2017;2003;14;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;45;Posgrado;44; Superior no Universitario
Pichincha;2015;1997;18;El estado habitual de falta de armonía de las dos voluntades en la vida matrimonial;49;Superior Universitario;53; Superior Universitario
Pichincha;2018;1993;24;Por mutuo consentimiento vía judicial;50;Superior Universitario;50; Superior Universitario
Pichincha;2018;2017;1;Por mutuo consentimiento vía notarial;41;Superior Universitario;29; Superior Universitario
Pichincha;2017;1996;20;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;47;Superior no Universitario;48; Educación media / Bachillerato
Santo Domingo de los Tsáchilas;2018;1994;23;Por mutuo consentimiento vía judicial;47;Educación media / Bachillerato;44; Posgrado
Pichincha;2018;2005;13;Por mutuo consentimiento vía judicial;48;Educación media / Bachillerato;33; Educación media / Bachillerato
Esmeraldas;2018;1987;31;El adulterio de uno de los cónyuges;69;Superior Universitario;57; Educación media / Bachillerato
Pichincha;2018;1995;23;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;46;Educación media / Bachillerato;42; Educación media / Bachillerato
Pichincha;2018;2008;9;Por mutuo consentimiento vía judicial;36;Educación media / Bachillerato;38; Educación media / Bachillerato
Pichincha;2018;2000;17;Por mutuo consentimiento vía judicial;44;Educación media / Bachillerato;43; Educación media / Bachillerato
Pichincha;2018;2016;1;Por mutuo consentimiento vía notarial;31;Superior no Universitario;34; Posgrado
Pichincha;2018;2003;15;Por mutuo consentimiento vía judicial;38;Educación media / Bachillerato;37; Educación media / Bachillerato
Pichincha;2018;2016;2;Por mutuo consentimiento vía notarial;38;Educación media / Bachillerato;39; Superior no Universitario
Pichincha;2018;1995;22;Por mutuo consentimiento vía notarial;41;Educación media / Bachillerato;43; Educación media / Bachillerato
Pichincha;2018;2011;6;Por mutuo consentimiento vía judicial;36;Educación media / Bachillerato;41; Educación media / Bachillerato
Azuay;2018;1999;19;Por mutuo consentimiento vía judicial;40;Educación media / Bachillerato;47; Secundaria
Pichincha;2018;2005;12;Por mutuo consentimiento vía judicial;35;Educación media / Bachillerato;35; Educación media / Bachillerato
Pichincha;2017;2010;7;Por mutuo consentimiento vía judicial;32;Superior Universitario;30; Superior Universitario
El Oro;2018;2007;11;El estado habitual de falta de armonía de las dos voluntades en la vida matrimonial;36;Secundaria;30; Secundaria
Pichincha;2018;2009;9;Por mutuo consentimiento vía judicial;33;Secundaria;29; Educación media / Bachillerato
Pichincha;2018;2010;7;Por mutuo consentimiento vía judicial;35;Educación media / Bachillerato;28; Primaria
Pichincha;2018;2002;15;Por mutuo consentimiento vía judicial;37;Educación básica;35; Educación básica
Pichincha;2018;2014;4;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;34;Educación media / Bachillerato;28; Educación básica
Pichincha;2018;2005;13;Por mutuo consentimiento vía judicial;34;Educación media / Bachillerato;35; Superior Universitario
Pichincha;2018;2011;7;Por mutuo consentimiento vía judicial;31;Superior Universitario;28; Superior Universitario
Pichincha;2018;2013;5;Por mutuo consentimiento vía notarial;26;Educación media / Bachillerato;24; Educación media / Bachillerato
Pichincha;2018;2014;4;Por mutuo consentimiento vía notarial;25;Educación básica;23; Superior Universitario
Pichincha;2018;2014;3;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;29;Educación media / Bachillerato;28; Educación media / Bachillerato
Chimborazo;2017;2007;10;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;30;Educación básica;34; Primaria
Pichincha;2017;2006;11;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;30;Educación básica;30; Educación básica
Pichincha;2017;2011;6;Por mutuo consentimiento vía judicial;28;Superior Universitario;26; Superior Universitario
Pichincha;2018;2012;5;Por mutuo consentimiento vía judicial;28;Educación media / Bachillerato;23; Educación media / Bachillerato
Tungurahua;2018;1989;29;Por mutuo consentimiento vía judicial;62;Superior no Universitario;54; Educación media / Bachillerato
Tungurahua;2018;2009;8;Por mutuo consentimiento vía notarial;57;Educación media / Bachillerato;56; Educación media / Bachillerato
Tungurahua;2017;1983;34;Por mutuo consentimiento vía judicial;57;Educación media / Bachillerato;53; Educación media / Bachillerato
Tungurahua;2018;1988;29;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;51;Educación básica;51; Educación básica
Tungurahua;2018;2014;4;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;41;Educación básica;44; Educación media / Bachillerato
Tungurahua;2018;2001;17;Por mutuo consentimiento vía judicial;46;Educación media / Bachillerato;60; Ninguno
Tungurahua;2015;2001;14;Por mutuo consentimiento vía judicial;41;Educación media / Bachillerato;35; Educación media / Bachillerato
Azuay;2017;2004;12;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;35;Secundaria;35; Educación media / Bachillerato
Tungurahua;2017;1997;20;Por mutuo consentimiento vía judicial;40;Educación básica;46; Educación básica
Tungurahua;2018;1998;19;Sin Información;38;Educación media / Bachillerato;37; Educación media / Bachillerato
Tungurahua;2017;2008;9;Por mutuo consentimiento vía judicial;26;Secundaria;26; Secundaria
Tungurahua;2018;2012;5;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;26;Educación básica;22; Educación media / Bachillerato
Orellana;2018;2011;6;Sin Información;30;Educación media / Bachillerato;25; Educación media / Bachillerato
Pichincha;2018;2009;9;Por mutuo consentimiento vía notarial;71;Educación media / Bachillerato;48; Superior no Universitario
Azuay;2018;1997;20;Por mutuo consentimiento vía judicial;72;Secundaria;60; Secundaria
Azuay;2018;1978;39;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;74;Centro de alfabetización;70; Secundaria
Azuay;2018;1976;41;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;66;Educación básica;66; Educación básica
Pichincha;2018;1979;39;Por mutuo consentimiento vía notarial;61;Superior no Universitario;68; Educación media / Bachillerato
Azuay;2018;1978;40;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;61;Secundaria;62; Secundaria
Azuay;2018;2010;7;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;47;Educación media / Bachillerato;39; Secundaria
Azuay;2018;1998;19;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;42;Superior Universitario;39; Superior Universitario
Azuay;2017;2004;13;Por mutuo consentimiento vía judicial;51;Educación media / Bachillerato;33; Educación media / Bachillerato
Azuay;2018;2015;3;Por mutuo consentimiento vía judicial;39;Educación media / Bachillerato;26; Educación media / Bachillerato
Azuay;2018;1994;23;Por mutuo consentimiento vía judicial;44;Educación básica;47; Educación básica
Azuay;2018;2015;2;El estado habitual de falta de armonía de las dos voluntades en la vida matrimonial;28;Secundaria;27; Primaria
Azuay;2018;2007;10;Por mutuo consentimiento vía judicial;32;Secundaria;32; Secundaria
Los Ríos;2018;1986;31;El que uno de los cónyuges sea ebrio consuetudinario o toxicómano;52;Educación básica;55; Educación básica
Bolívar;2018;1989;28;Por mutuo consentimiento vía judicial;52;Educación media / Bachillerato;48; Primaria
Azuay;2017;1992;24;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;52;Educación básica;50; Educación básica
Cañar;2018;1994;23;Por mutuo consentimiento vía notarial;53;Primaria;44; Primaria
Cañar;2018;2008;10;Por mutuo consentimiento vía judicial;36;Educación media / Bachillerato;34; Educación media / Bachillerato
Pichincha;2017;1985;31;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;56;Educación básica;53; Primaria
Imbabura;2016;2000;15;Por mutuo consentimiento vía judicial;46;Educación básica;36; Educación básica
Pichincha;2017;2009;8;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;42;Educación media / Bachillerato;37; Superior Universitario
Carchi;2017;2000;17;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;36;Primaria;34; Primaria
Pichincha;2016;2008;8;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;31;Primaria;30; Educación media / Bachillerato
Carchi;2018;2009;9;Por mutuo consentimiento vía judicial;28;Educación media / Bachillerato;30; Educación media / Bachillerato
Carchi;2017;2009;7;Por mutuo consentimiento vía judicial;31;Educación media / Bachillerato;26; Superior Universitario
Carchi;2018;2010;7;Por mutuo consentimiento vía judicial;31;Educación básica;27; Educación básica
Cotopaxi;2018;1973;44;Por mutuo consentimiento vía judicial;65;Secundaria;64; Secundaria
Cotopaxi;2018;1997;21;Por mutuo consentimiento vía judicial;54;Educación media / Bachillerato;52; Educación media / Bachillerato
Cotopaxi;2017;1999;18;Por mutuo consentimiento vía judicial;43;Educación básica;36; Educación básica
Cotopaxi;2018;1995;22;Por mutuo consentimiento vía notarial;42;Secundaria;39; Secundaria
Cotopaxi;2018;2010;7;Por mutuo consentimiento vía judicial;32;Educación media / Bachillerato;27; Educación media / Bachillerato
Cotopaxi;2018;2010;7;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;27;Primaria;27; Primaria
Pichincha;2018;1987;30;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;56;Educación media / Bachillerato;53; Superior Universitario
Azuay;2017;2000;17;Por mutuo consentimiento vía judicial;40;Secundaria;39; Secundaria
Chimborazo;2018;1995;22;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;43;Secundaria;41; Educación media / Bachillerato
Chimborazo;2018;1999;18;Por mutuo consentimiento vía judicial;40;Superior no Universitario;37; Superior no Universitario
Chimborazo;2018;2008;10;Por mutuo consentimiento vía judicial;38;Educación media / Bachillerato;32; Educación media / Bachillerato
El Oro;2018;1989;29;El adulterio de uno de los cónyuges;58;Secundaria;50; Secundaria
Santa Elena;2018;1985;32;Por mutuo consentimiento vía judicial;59;Superior no Universitario;53; Educación media / Bachillerato
